temp,hum,windspeed,yr,workingday,holiday,weekday,season,weathersit,casual
0.404,0.513,0.346,2012.000,yes,,3.000,spring,clear,432
0.528,0.568,0.442,2012.000,yes,no,4.000,spring,,486
0.411,0.407,0.415,2012.000,,no,5.000,spring,cloudy,447
0.288,0.350,0.226,2012.000,,no,6.000,,clear,968
0.362,0.477,0.223,2012.000,no,no,0.000,spring,clear,1658
0.467,0.489,0.208,,yes,,1.000,,clear,838
0.565,0.618,0.237,2012.000,yes,no,2.000,,clear,762
0.572,0.507,0.115,2012.000,yes,no,3.000,,clear,997
0.558,0.580,0.150,2012.000,yes,,4.000,spring,clear,1005
0.436,0.842,0.113,2012.000,yes,,5.000,spring,,548
0.514,0.756,0.111,2012.000,no,no,6.000,spring,cloudy,3155
,0.810,0.127,2012.000,no,no,0.000,spring,cloudy,2207
,0.729,0.162,2012.000,yes,no,1.000,spring,,982
0.561,0.808,,2012.000,yes,,2.000,spring,clear,1051
,0.821,0.090,2012.000,yes,no,3.000,,cloudy,1122
0.554,0.831,0.118,2012.000,yes,no,4.000,summer,clear,1334
0.602,0.694,0.116,2012.000,yes,no,5.000,summer,cloudy,2469
0.502,0.885,0.193,2012.000,no,no,6.000,summer,cloudy,1033
0.438,0.881,0.221,2012.000,,no,0.000,summer,cloudy,1532
0.446,0.478,0.387,2012.000,yes,no,,summer,clear,795
0.323,0.290,0.187,2012.000,yes,no,,summer,clear,531
0.484,0.481,,2012.000,yes,no,3.000,,clear,674
0.494,0.439,0.320,2012.000,yes,,4.000,summer,,834
0.370,0.581,0.138,2012.000,yes,no,5.000,summer,cloudy,796
0.424,0.738,0.251,2012.000,no,no,6.000,summer,cloudy,2301
0.426,0.676,0.172,2012.000,no,no,0.000,summer,,2347
0.434,0.504,0.312,2012.000,,no,1.000,summer,clear,1208
0.467,0.397,0.100,2012.000,yes,no,2.000,summer,clear,1348
0.542,0.470,0.181,2012.000,yes,no,3.000,summer,clear,1058
0.435,0.374,0.220,2012.000,yes,no,,summer,clear,1192
0.403,,,2012.000,yes,no,5.000,summer,clear,1807
0.438,0.254,0.275,2012.000,no,no,6.000,summer,clear,3252
0.500,0.276,0.233,2012.000,no,no,0.000,summer,clear,2230
0.489,0.318,0.358,2012.000,yes,no,1.000,summer,clear,905
0.447,0.435,,2012.000,yes,no,2.000,summer,clear,819
0.349,0.470,0.295,2012.000,yes,no,3.000,summer,clear,482
0.398,0.466,,2012.000,yes,no,4.000,summer,clear,663
0.442,0.408,0.155,2012.000,yes,no,5.000,summer,clear,1252
,0.503,0.191,2012.000,no,no,6.000,summer,clear,2795
0.607,0.508,0.225,2012.000,no,no,0.000,summer,clear,2846
,0.562,0.285,2012.000,no,yes,1.000,summer,clear,1198
0.608,0.390,0.274,2012.000,yes,no,2.000,summer,clear,989
0.463,0.569,0.168,2012.000,yes,no,3.000,summer,cloudy,347
0.498,0.612,,2012.000,yes,no,4.000,summer,clear,846
0.527,0.695,0.150,2012.000,yes,no,5.000,summer,clear,1340
0.570,0.683,0.284,2012.000,no,no,6.000,summer,clear,2541
0.397,0.835,0.345,2012.000,no,no,0.000,summer,rainy,120
0.322,0.767,0.303,2012.000,yes,no,1.000,summer,cloudy,195
0.413,0.454,0.249,2012.000,yes,no,2.000,summer,clear,518
0.477,0.428,0.119,2012.000,yes,no,3.000,summer,clear,655
0.498,0.757,0.177,2012.000,yes,no,,summer,,475
0.458,0.401,0.348,2012.000,,no,5.000,summer,clear,1014
0.377,0.490,0.130,2012.000,,no,6.000,summer,cloudy,1120
,0.587,0.117,2012.000,no,no,0.000,summer,clear,2229
0.464,,0.172,2012.000,yes,no,1.000,summer,cloudy,665
0.613,,0.156,2012.000,yes,no,2.000,summer,cloudy,653
0.564,0.797,0.138,2012.000,yes,no,3.000,,clear,667
0.560,0.768,0.134,2012.000,yes,no,4.000,summer,cloudy,764
0.628,0.735,0.163,2012.000,yes,no,5.000,summer,clear,1069
0.622,,0.153,2012.000,no,no,6.000,summer,cloudy,2496
0.562,0.740,0.150,,no,no,0.000,summer,cloudy,2135
0.538,0.664,,2012.000,yes,no,1.000,summer,cloudy,1008
0.582,,0.296,2012.000,yes,no,2.000,summer,cloudy,738
0.575,0.744,,2012.000,yes,no,,summer,cloudy,620
0.506,0.552,0.314,2012.000,yes,no,4.000,summer,clear,1026
0.533,0.360,,2012.000,yes,no,5.000,summer,clear,1319
,0.480,0.123,2012.000,no,no,6.000,summer,clear,2622
0.612,0.576,0.225,2012.000,no,no,0.000,summer,clear,2172
0.573,0.790,0.213,2012.000,yes,no,1.000,summer,cloudy,342
0.612,0.795,,2012.000,,no,2.000,summer,,625
0.637,0.698,,,yes,no,3.000,summer,clear,991
0.593,0.520,,2012.000,yes,no,4.000,,clear,1242
0.564,0.523,,2012.000,yes,no,5.000,summer,clear,1521
0.600,0.456,,2012.000,no,no,6.000,summer,clear,3410
0.621,0.530,0.254,2012.000,no,no,0.000,,clear,2704
0.598,0.811,0.233,2012.000,yes,no,1.000,,cloudy,630
0.615,,0.118,2012.000,yes,no,2.000,,cloudy,819
0.622,0.775,0.102,,yes,,3.000,summer,cloudy,766
0.655,0.717,,2012.000,yes,,4.000,summer,,1059
0.680,0.747,0.141,2012.000,yes,no,5.000,summer,clear,1417
0.692,0.732,0.199,2012.000,,,6.000,summer,clear,2855
0.690,0.697,0.215,2012.000,no,no,0.000,summer,clear,3283
0.712,0.676,,2012.000,no,,1.000,summer,clear,2557
,0.685,,2012.000,yes,,2.000,,clear,880
0.657,0.670,0.134,2012.000,yes,no,3.000,summer,cloudy,745
0.680,0.493,,2012.000,yes,no,4.000,summer,clear,1100
0.654,0.755,0.238,2012.000,,no,5.000,summer,cloudy,533
0.583,0.549,0.187,2012.000,no,no,6.000,summer,clear,2795
0.602,0.493,0.184,2012.000,no,no,0.000,summer,,2494
0.598,0.487,0.285,2012.000,yes,,1.000,summer,clear,1071
0.541,0.613,0.210,2012.000,yes,no,2.000,,cloudy,968
0.554,0.611,0.077,2012.000,yes,no,3.000,summer,clear,1027
0.602,0.567,0.157,2012.000,yes,no,4.000,summer,clear,1038
0.649,0.468,,2012.000,yes,no,5.000,summer,clear,1488
0.711,0.437,0.144,2012.000,no,no,6.000,summer,clear,2708
0.727,0.538,0.134,2012.000,no,no,0.000,summer,clear,2224
0.721,,0.208,2012.000,yes,,1.000,summer,cloudy,1017
0.653,0.833,0.215,2012.000,yes,no,2.000,summer,cloudy,477
0.656,0.582,0.343,2012.000,yes,no,3.000,summer,clear,1173
0.648,0.570,0.254,2012.000,yes,no,4.000,summer,clear,1180
0.639,0.590,0.177,2012.000,yes,,5.000,summer,clear,1563
0.632,0.504,0.167,2012.000,no,no,6.000,summer,clear,2963
0.592,0.599,0.145,2012.000,no,no,0.000,summer,clear,2634
0.568,0.778,0.175,2012.000,yes,no,,summer,cloudy,653
0.688,0.690,0.148,2012.000,yes,no,2.000,summer,,968
0.782,0.592,0.114,2012.000,yes,no,3.000,,clear,872
0.806,0.568,0.119,2012.000,,no,4.000,fall,clear,778
0.778,0.574,,2012.000,yes,,5.000,fall,clear,964
0.732,0.535,0.180,2012.000,no,no,6.000,fall,clear,2657
0.743,0.479,0.146,2012.000,no,,0.000,fall,clear,2551
0.716,0.504,0.300,2012.000,yes,no,1.000,fall,clear,1139
0.631,0.373,0.348,2012.000,,no,2.000,fall,clear,1077
0.698,,0.272,,yes,no,3.000,fall,clear,1077
,0.422,0.172,2012.000,yes,no,4.000,fall,clear,921
0.834,0.489,0.165,2012.000,,no,5.000,fall,clear,829
0.765,0.601,0.161,2012.000,no,no,6.000,fall,clear,1455
0.816,0.519,0.169,2012.000,no,no,0.000,fall,clear,1421
0.782,0.447,0.195,2012.000,yes,no,1.000,fall,clear,904
0.781,0.492,0.126,2012.000,yes,no,2.000,fall,clear,1052
0.789,0.539,0.135,2012.000,no,yes,3.000,fall,clear,2562
0.828,0.458,0.194,2012.000,yes,no,4.000,fall,clear,1405
0.828,0.451,0.146,2012.000,yes,no,5.000,fall,clear,1366
0.862,0.492,0.164,2012.000,no,no,6.000,fall,clear,1448
0.822,0.574,0.126,2012.000,no,,0.000,fall,clear,1203
0.711,,0.181,,yes,,1.000,,cloudy,998
0.721,0.668,0.152,2012.000,yes,no,2.000,,,954
0.717,0.633,0.152,2012.000,yes,no,3.000,fall,clear,975
0.716,0.530,0.147,2012.000,yes,no,4.000,fall,clear,1032
0.732,0.486,0.081,,yes,no,,fall,cloudy,1511
0.703,0.699,0.144,2012.000,no,no,6.000,,cloudy,2355
0.746,0.718,,2012.000,no,no,0.000,,clear,1920
0.763,0.645,0.164,,yes,no,1.000,fall,clear,1088
0.818,0.506,0.114,2012.000,yes,no,2.000,fall,clear,921
,0.577,0.137,2012.000,yes,no,3.000,fall,clear,799
0.770,0.600,0.165,2012.000,yes,no,4.000,fall,clear,888
0.666,0.844,0.209,2012.000,yes,no,5.000,fall,cloudy,747
0.596,0.865,0.213,2012.000,,no,6.000,,rainy,1264
0.668,0.762,,2012.000,no,,0.000,fall,cloudy,2544
0.742,0.694,0.139,2012.000,yes,no,1.000,fall,clear,1135
0.751,0.655,0.211,2012.000,yes,no,2.000,fall,clear,1140
0.724,,0.165,2012.000,yes,no,3.000,fall,clear,1383
0.777,0.597,0.285,2012.000,yes,no,4.000,fall,clear,1036
0.782,0.595,0.153,2012.000,yes,no,5.000,fall,,1259
0.756,0.613,0.157,2012.000,no,no,6.000,fall,clear,2234
0.722,,0.170,2012.000,no,no,,fall,clear,2153
0.731,0.669,0.154,2012.000,yes,no,1.000,fall,clear,1040
0.713,0.704,0.165,2012.000,yes,,,fall,,968
,0.678,0.141,2012.000,,,3.000,fall,clear,1074
0.752,0.660,0.129,2012.000,yes,,4.000,fall,clear,983
0.766,0.642,0.216,2012.000,yes,no,5.000,fall,cloudy,1328
0.793,0.613,,2012.000,no,no,6.000,fall,clear,2345
0.769,0.652,,2012.000,no,no,,fall,clear,1707
0.752,0.654,0.129,2012.000,yes,no,1.000,fall,cloudy,1233
0.736,0.704,0.117,2012.000,yes,no,2.000,fall,cloudy,1278
0.750,0.673,0.111,2012.000,yes,no,3.000,fall,cloudy,1263
0.756,0.620,0.156,2012.000,yes,no,4.000,fall,clear,1196
0.716,0.716,0.239,2012.000,,no,5.000,fall,cloudy,1065
0.692,0.733,0.206,2012.000,no,no,6.000,fall,cloudy,2247
0.701,0.530,0.123,2012.000,,no,0.000,fall,clear,2182
0.721,,0.136,2012.000,yes,no,1.000,fall,clear,1207
0.727,0.687,0.169,2012.000,yes,no,2.000,fall,clear,1128
0.707,0.620,0.170,2012.000,yes,no,3.000,fall,clear,1198
0.719,0.519,0.142,2012.000,yes,no,4.000,,clear,1338
0.723,0.571,0.231,2012.000,,no,5.000,fall,clear,1483
0.678,0.603,0.178,2012.000,no,no,6.000,fall,clear,2827
0.636,0.712,0.086,,no,no,0.000,fall,cloudy,1208
0.636,0.734,0.130,,yes,no,1.000,fall,cloudy,1026
0.649,0.674,0.073,2012.000,,no,2.000,fall,clear,1081
0.668,0.677,0.070,2012.000,yes,,3.000,,clear,1094
0.696,0.636,0.085,2012.000,yes,no,4.000,,clear,1363
0.702,0.615,0.072,2012.000,yes,no,5.000,fall,cloudy,1325
,0.713,,2012.000,no,no,6.000,fall,cloudy,1829
0.653,0.846,,2012.000,no,no,0.000,fall,cloudy,1483
0.703,0.730,0.129,2012.000,yes,,1.000,fall,clear,989
0.728,0.620,0.191,2012.000,yes,no,2.000,fall,clear,935
0.685,0.552,0.113,,yes,no,3.000,fall,clear,1177
,,0.077,2012.000,yes,no,4.000,fall,clear,1172
0.764,,0.169,2012.000,yes,no,5.000,fall,clear,1433
0.753,0.638,0.113,,no,no,6.000,fall,cloudy,2352
0.697,0.815,0.064,2012.000,no,no,0.000,,,2613
,0.791,0.151,2012.000,no,yes,1.000,fall,clear,1965
0.726,,0.236,2012.000,yes,no,,fall,clear,867
0.737,0.741,0.188,,yes,no,3.000,fall,,832
0.697,0.810,0.142,2012.000,,no,4.000,fall,cloudy,611
,0.736,0.172,2012.000,yes,no,5.000,fall,clear,1045
0.659,0.799,0.281,2012.000,no,no,,fall,,1557
0.610,0.548,0.224,2012.000,no,,0.000,fall,clear,2570
,,,2012.000,yes,no,1.000,fall,clear,1118
0.578,0.520,0.092,2012.000,yes,no,2.000,fall,clear,1070
,0.577,0.132,2012.000,yes,no,,fall,clear,1050
0.612,0.637,0.083,2012.000,yes,no,4.000,fall,clear,1054
0.633,0.672,0.104,,yes,no,5.000,,clear,1379
0.608,,0.248,2012.000,no,,6.000,fall,clear,3160
0.580,0.570,0.090,2012.000,no,no,,,,2166
0.581,0.735,0.152,2012.000,yes,no,1.000,fall,cloudy,1022
0.623,0.872,0.358,2012.000,yes,no,2.000,fall,cloudy,371
0.552,0.537,0.215,2012.000,yes,no,,,clear,788
0.547,0.618,,2012.000,yes,no,4.000,fall,clear,939
0.599,0.669,0.154,2012.000,yes,no,5.000,fall,clear,1250
0.650,,,2012.000,no,no,,,clear,2512
0.529,0.467,0.223,2012.000,no,no,0.000,winter,clear,2454
0.514,0.493,0.142,2012.000,yes,no,1.000,winter,clear,1001
0.550,0.570,0.236,2012.000,yes,no,,winter,clear,845
0.635,0.631,0.244,2012.000,yes,no,3.000,winter,clear,787
,,0.134,2012.000,yes,no,4.000,winter,cloudy,751
0.619,0.690,0.164,2012.000,,,5.000,winter,cloudy,1045
,0.543,0.228,2012.000,no,no,6.000,,clear,2589
0.527,0.583,,2012.000,no,no,0.000,winter,clear,2015
0.521,0.649,0.091,2012.000,yes,no,1.000,winter,cloudy,763
0.591,0.872,0.104,2012.000,,no,2.000,winter,,315
,0.794,0.067,2012.000,yes,no,3.000,winter,cloudy,728
0.658,0.723,0.118,2012.000,yes,no,4.000,winter,cloudy,891
0.615,0.628,0.106,,yes,no,5.000,winter,clear,1516
0.554,0.664,0.268,2012.000,no,no,6.000,winter,clear,3031
0.416,0.708,0.141,2012.000,no,no,0.000,winter,,781
0.383,0.710,0.190,2012.000,no,yes,1.000,winter,cloudy,874
0.447,0.762,,,yes,no,2.000,,cloudy,601
0.514,0.631,0.188,2012.000,yes,,,winter,clear,780
0.435,0.463,0.182,2012.000,yes,,4.000,winter,,834
0.438,0.539,,2012.000,yes,no,5.000,winter,clear,1060
0.393,0.495,0.146,2012.000,no,no,6.000,winter,clear,2252
0.522,0.640,0.279,2012.000,no,no,0.000,,clear,2080
0.562,0.708,0.296,2012.000,yes,no,1.000,winter,cloudy,760
0.468,0.558,0.182,2012.000,,no,2.000,winter,clear,922
0.456,0.693,0.101,2012.000,yes,no,3.000,,,979
,0.728,0.237,2012.000,yes,no,4.000,winter,cloudy,1008
0.563,0.815,0.135,,yes,no,5.000,winter,cloudy,753
0.484,,0.118,,no,no,6.000,winter,,2806
0.464,0.510,0.166,,no,no,,winter,clear,2132
0.488,0.568,0.081,2012.000,,no,1.000,winter,clear,830
0.544,0.642,0.095,2012.000,,no,,winter,clear,841
0.588,0.636,0.073,2012.000,yes,,3.000,winter,clear,795
,0.800,0.124,2012.000,yes,no,4.000,winter,cloudy,875
0.546,0.807,0.132,2012.000,yes,no,5.000,winter,cloudy,1182
0.530,0.720,0.236,2012.000,no,no,6.000,winter,cloudy,2643
0.478,0.695,0.398,,no,no,0.000,winter,cloudy,998
0.440,0.880,,,yes,no,1.000,winter,rainy,2
0.318,0.825,0.213,2012.000,yes,no,,winter,cloudy,87
0.358,0.667,0.167,2012.000,yes,no,3.000,,cloudy,419
0.366,0.582,0.157,2012.000,yes,,4.000,winter,cloudy,466
0.355,,0.266,2012.000,yes,no,5.000,winter,clear,618
0.343,0.491,0.271,2012.000,no,no,6.000,winter,cloudy,1029
0.326,0.533,0.179,2012.000,,no,0.000,winter,clear,1201
0.319,0.494,0.236,2012.000,yes,no,1.000,winter,clear,378
0.281,0.567,0.174,2012.000,,no,2.000,winter,clear,466
0.296,0.548,0.304,2012.000,,no,3.000,winter,cloudy,326
0.352,0.333,,2012.000,yes,no,4.000,winter,clear,340
0.362,0.541,0.215,2012.000,yes,no,5.000,winter,clear,709
0.389,0.645,0.058,2012.000,no,no,6.000,,clear,2090
0.421,0.659,0.128,2012.000,no,no,0.000,winter,clear,2290
0.485,,0.174,2012.000,no,yes,,winter,clear,1097
0.343,0.663,,2012.000,yes,no,2.000,winter,,327
0.289,0.552,0.200,,yes,no,3.000,,,373
0.322,0.620,0.153,2012.000,yes,no,4.000,winter,cloudy,320
0.345,0.525,,2012.000,yes,no,5.000,winter,clear,484
0.325,,0.180,2012.000,no,,6.000,winter,clear,1313
0.342,0.693,0.228,2012.000,,no,0.000,,clear,922
0.381,0.623,0.235,2012.000,yes,no,1.000,winter,cloudy,449
0.374,0.685,0.083,2012.000,yes,no,2.000,,cloudy,534
,0.614,0.103,2012.000,yes,no,3.000,winter,clear,615
0.340,,0.053,2012.000,no,yes,4.000,winter,clear,955
0.368,0.569,0.148,,yes,no,5.000,winter,clear,1603
0.278,0.405,0.377,2012.000,no,no,,winter,,532
0.246,0.468,0.150,,no,no,0.000,winter,clear,309
0.313,0.535,0.047,2012.000,yes,no,1.000,winter,clear,337
0.292,0.787,0.238,2012.000,yes,no,,winter,cloudy,123
0.297,0.506,0.211,,,no,3.000,winter,clear,198
0.281,0.556,0.116,2012.000,yes,no,4.000,,clear,243
0.298,0.650,0.058,2012.000,yes,no,5.000,winter,clear,362
0.298,0.807,,2012.000,no,,6.000,winter,,951
0.348,0.823,0.124,2012.000,no,,0.000,winter,cloudy,892
0.452,0.768,0.083,2012.000,yes,no,1.000,winter,,555
0.476,0.734,0.174,2012.000,yes,no,2.000,winter,clear,551
,0.485,0.324,2012.000,yes,no,3.000,winter,clear,331
0.256,0.509,0.175,2012.000,yes,no,4.000,winter,clear,340
0.321,0.764,,,yes,no,5.000,winter,,349
0.382,0.911,0.101,2012.000,,no,6.000,winter,cloudy,1153
0.384,0.905,0.158,2012.000,no,no,0.000,winter,cloudy,441
0.436,0.925,0.190,2012.000,yes,no,1.000,winter,cloudy,329
,0.597,0.296,2012.000,,no,2.000,winter,,282
0.298,0.538,0.163,2012.000,yes,no,3.000,winter,cloudy,310
0.296,0.486,0.174,,yes,,4.000,winter,clear,425
0.282,0.643,,2012.000,yes,no,5.000,winter,clear,429
0.324,0.650,0.106,2012.000,no,no,6.000,winter,,767
0.362,,0.101,2012.000,no,no,0.000,winter,cloudy,538
0.393,0.907,0.098,2012.000,yes,,1.000,winter,cloudy,212
0.411,0.666,0.221,2012.000,yes,no,2.000,winter,,433
0.332,0.625,0.184,2012.000,yes,no,3.000,winter,clear,333
0.330,0.668,0.132,2012.000,yes,no,4.000,winter,cloudy,314
0.327,0.557,0.374,2012.000,yes,no,5.000,spring,cloudy,221
0.266,0.441,0.407,2012.000,no,no,6.000,spring,clear,205
0.246,0.515,0.133,2012.000,no,no,0.000,spring,clear,408
0.231,0.791,0.077,2012.000,yes,no,1.000,spring,cloudy,174
,,,2012.000,no,yes,2.000,spring,cloudy,440
0.243,0.823,0.317,2012.000,yes,,3.000,spring,rainy,9
0.254,0.653,0.350,2012.000,yes,,4.000,spring,cloudy,247
0.253,0.590,0.155,2012.000,yes,no,5.000,spring,cloudy,644
0.253,0.753,0.124,2012.000,no,no,6.000,spring,cloudy,159
0.256,0.483,0.351,2012.000,no,no,0.000,,clear,364
0.216,0.578,0.155,2012.000,yes,no,1.000,spring,cloudy,439
